This file was created by CMPT_ME_BEME_OP_INV_RETS using the 202203 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and BEME.

The portfolios are constructed at the end of June.  BEME is book value at the last fiscal year end of the prior calendar year
divided by ME at the end of December of the prior year. 
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
195007,      6,     20,     31,     48,     74,     14,     39,     39,     50,     43,     31,     36,     44,     41,     35,     54,     44,     41,     23,     17,     78,     44,     28,     21,     14
195008,      6,     20,     31,     48,     74,     14,     39,     39,     50,     43,     31,     36,     44,     41,     35,     54,     44,     41,     23,     17,     78,     44,     28,     21,     14
195009,      6,     20,     31,     48,     74,     14,     39,     39,     50,     43,     31,     36,     44,     41,     35,     54,     44,     41,     23,     17,     78,     44,     28,     21,     14
195010,      6,     20,     31,     48,     74,     14,     39,     39,     50,     43,     31,     36,     44,     41,     35,     54,     44,     41,     23,     17,     78,     44,     28,     21,     14
195011,      6,     20,     31,     48,     74,     14,     39,     39,     50,     43,     31,     36,     44,     41,     35,     54,     44,     41,     23,     17,     78,     44,     28,     21,     14
195012,      6,     20,     31,     48,     74,     14,     39,     39,     49,     43,     31,     36,     44,     41,     34,     54,     44,     41,     23,     17,     78,     44,     28,     21,     14
195101,      6,     20,     31,     48,     74,     14,     38,     39,     49,     43,     31,     36,     44,     41,     34,     54,     44,     41,     23,     17,     78,     44,     28,     21,     14
195102,      6,     20,     31,     48,     74,     14,     38,     39,     49,     43,     31,     36,     44,     41,     34,     54,     44,     41,     23,     17,     78,     44,     28,     21,     14
195103,      6,     20,     31,     48,     74,     14,     38,     39,     49,     43,     31,     36,     44,     41,     34,     54,     44,     41,     23,     17,     78,     44,     28,     21,     14
195104,      6,     20,     31,     48,     74,     14,     38,     39,     49,     43,     31,     36,     44,     41,     34,     54,     44,     41,     23,     17,     78,     44,     28,     21,     14
195105,      6,     20,     31,     48,     74,     14,     38,     39,     49,     43,     31,     36,     44,     41,     34,     54,     44,     41,     23,     17,     78,     44,     28,     21,     14
195106,      6,     20,     31,     48,     74,     14,     38,     39,     49,     43,     31,     36,     44,     41,     34,     54,     44,     41,     23,     17,     78,     44,     28,     21,     14
195107,     15,     16,     40,     46,     69,     25,     36,     39,     49,     43,     30,     34,     44,     44,     41,     51,     57,     33,     31,     23,     70,     47,     35,     20,     15
195108,     15,     16,     40,     46,     69,     25,     36,     39,     49,     43,     30,     34,     44,     43,     41,     51,     57,     33,     31,     23,     70,     47,     35,     20,     15
195109,     15,     16,     40,     46,     69,     25,     35,     39,     49,     43,     30,     34,     44,     43,     41,     51,     57,     33,     31,     23,     70,     47,     35,     20,     15
195110,     15,     16,     40,     46,     69,     25,     35,     39,     49,     43,     30,     34,     44,     43,     41,     51,     57,     33,     31,     23,     70,     47,     35,     20,     15
195111,     15,     15,     40,     46,     69,     25,     35,     39,     49,     43,     30,     34,     44,     43,     41,     51,     57,     32,     31,     23,     70,     47,     35,     20,     15
195112,     15,     15,     40,     46,     69,     25,     35,     39,     49,     43,     30,     34,     44,     43,     41,     51,     57,     32,     31,     23,     70,     47,     35,     20,     15
195201,     15,     15,     40,     46,     69,     25,     35,     39,     49,     43,     30,     34,     44,     43,     41,     51,     57,     32,     31,     23,     70,     47,     35,     20,     15
195202,     15,     15,     40,     46,     69,     25,     35,     39,     49,     43,     30,     34,     44,     43,     41,     51,     57,     32,     31,     23,     70,     47,     35,     20,     15
195203,     15,     15,     40,     46,     68,     25,     35,     39,     49,     43,     30,     34,     44,     43,     41,     51,     57,     32,     31,     23,     70,     47,     35,     20,     15
195204,     15,     15,     39,     46,     68,     25,     35,     39,     49,     43,     30,     34,     44,     43,     41,     51,     57,     32,     31,     23,     70,     47,     35,     20,     15
195205,     15,     15,     39,     46,     68,     25,     35,     39,     49,     43,     30,     34,     44,     43,     41,     51,     57,     32,     31,     23,     70,     47,     35,     20,     15
195206,     15,     15,     39,     46,     68,     25,     35,     39,     49,     43,     30,     34,     44,     43,     41,     51,     57,     32,     31,     23,     70,     47,     35,     20,     15
195207,      6,     15,     33,     57,     75,     19,     36,     42,     52,     44,     34,     33,     46,     42,     40,     57,     51,     39,     26,     19,     76,     57,     33,     15,     14
195208,      6,     15,     33,     57,     75,     19,     36,     42,     52,     44,     34,     33,     46,     42,     40,     57,     51,     39,     26,     19,     76,     57,     33,     15,     14
195209,      6,     15,     33,     57,     75,     19,     36,     42,     52,     44,     34,     33,     46,     42,     40,     57,     51,     39,     26,     19,     76,     57,     33,     15,     14
195210,      6,     15,     33,     57,     75,     19,     36,     42,     52,     44,     34,     33,     46,     42,     40,     57,     51,     39,     26,     19,     76,     57,     33,     15,     14
195211,      6,     15,     33,     57,     75,     19,     36,     42,     52,     44,     34,     33,     46,     42,     40,     57,     51,     39,     26,     19,     76,     57,     33,     15,     14
195212,      6,     15,     33,     57,     75,     19,     36,     42,     52,     44,     34,     33,     46,     42,     40,     57,     51,     39,     26,     19,     76,     57,     33,     15,     14
195301,      6,     15,     33,     57,     75,     19,     36,     42,     52,     44,     34,     33,     46,     42,     40,     57,     51,     39,     26,     19,     76,     57,     33,     15,     14
195302,      6,     15,     32,     57,     75,     19,     36,     42,     52,     43,     34,     33,     46,     42,     40,     57,     51,     39,     26,     19,     76,     57,     33,     15,     14
195303,      6,     15,     32,     57,     75,     19,     36,     42,     52,     43,     34,     33,     46,     42,     40,     57,     51,     39,     26,     19,     76,     57,     33,     15,     14
195304,      6,     15,     32,     57,     75,     19,     36,     42,     52,     43,     34,     33,     46,     42,     40,     57,     51,     39,     26,     19,     76,     57,     33,     15,     14
195305,      6,     15,     31,     57,     74,     19,     36,     42,     52,     43,     34,     33,     46,     42,     40,     57,     51,     39,     26,     19,     76,     57,     33,     15,     14
195306,      6,     15,     31,     57,     74,     19,     36,     42,     52,     43,     34,     33,     46,     42,     40,     57,     51,     39,     26,     19,     76,     57,     33,     15,     14
195307,      8,     12,     26,     63,     80,     13,     36,     49,     50,     44,     37,     36,     45,     42,     37,     56,     56,     43,     24,     19,     81,     55,     32,     16,     15
195308,      8,     12,     26,     63,     80,     13,     36,     49,     49,     44,     37,     36,     45,     42,     37,     56,     56,     43,     24,     19,     81,     55,     32,     16,     15
195309,      8,     12,     26,     63,     79,     13,     36,     49,     49,     44,     37,     36,     45,     42,     37,     56,     56,     43,     24,     19,     81,     55,     32,     16,     15
195310,      8,     12,     26,     63,     79,     13,     36,     49,     49,     44,     37,     36,     45,     42,     37,     56,     55,     43,     24,     19,     81,     55,     32,     16,     15
195311,      8,     12,     26,     63,     79,     13,     36,     49,     49,     44,     37,     36,     44,     42,     37,     56,     55,     43,     24,     19,     81,     55,     32,     16,     15
195312,      8,     12,     26,     63,     79,     13,     36,     49,     49,     44,     37,     36,     44,     42,     37,     56,     55,     43,     24,     19,     81,     55,     32,     16,     15
195401,      8,     12,     26,     63,     79,     13,     36,     49,     49,     44,     37,     36,     44,     42,     37,     56,     55,     43,     24,     19,     81,     55,     32,     16,     15
195402,      8,     12,     26,     63,     79,     13,     36,     49,     49,     44,     37,     36,     44,     42,     37,     56,     55,     43,     24,     19,     81,     55,     32,     16,     15
195403,      8,     12,     26,     63,     79,     13,     36,     49,     49,     44,     37,     36,     44,     42,     37,     56,     55,     43,     24,     19,     81,     55,     32,     16,     15
195404,      8,     12,     26,     63,     78,     13,     36,     49,     49,     44,     37,     36,     44,     42,     37,     56,     55,     43,     24,     19,     81,     55,     32,     16,     15
195405,      8,     12,     26,     63,     78,     13,     36,     49,     49,     44,     37,     35,     44,     42,     36,     56,     55,     42,     24,     19,     81,     55,     32,     16,     15
195406,      8,     12,     26,     63,     78,     13,     36,     49,     49,     44,     37,     35,     44,     42,     36,     56,     55,     42,     24,     19,     81,     55,     32,     16,     15
195407,      7,     14,     32,     57,     80,     15,     28,     56,     53,     45,     26,     41,     44,     47,     40,     64,     57,     34,     21,     17,     82,     55,     28,     17,     12
195408,      7,     14,     32,     57,     80,     15,     28,     56,     53,     45,     26,     41,     44,     47,     40,     64,     57,     34,     21,     17,     82,     54,     28,     17,     12
195409,      7,     14,     32,     57,     80,     15,     28,     56,     53,     45,     26,     41,     44,     47,     40,     64,     57,     34,     21,     17,     82,     54,     28,     17,     12
195410,      6,     14,     32,     57,     80,     15,     28,     56,     53,     45,     26,     41,     44,     47,     39,     64,     57,     33,     21,     17,     82,     54,     28,     17,     12
195411,      6,     14,     32,     57,     80,     15,     28,     55,     53,     45,     26,     41,     44,     47,     39,     64,     57,     33,     21,     17,     82,     54,     28,     17,     12
195412,      6,     14,     32,     57,     80,     15,     28,     55,     53,     45,     26,     41,     44,     47,     39,     64,     57,     33,     21,     17,     82,     54,     28,     17,     12
195501,      6,     14,     32,     57,     80,     15,     28,     55,     53,     45,     26,     41,     44,     47,     39,     64,     57,     33,     21,     17,     82,     53,     28,     17,     12
195502,      6,     14,     32,     56,     80,     15,     28,     55,     53,     43,     26,     41,     44,     47,     39,     64,     57,     33,     21,     17,     82,     53,     28,     17,     12
195503,      6,     14,     32,     56,     80,     15,     27,     55,     52,     43,     26,     41,     44,     47,     39,     64,     57,     33,     21,     17,     82,     53,     28,     17,     12
195504,      6,     14,     32,     56,     80,     14,     26,     55,     52,     43,     26,     41,     44,     47,     39,     64,     57,     33,     21,     17,     82,     53,     28,     17,     12
195505,      6,     14,     31,     56,     80,     14,     26,     54,     52,     43,     26,     41,     44,     47,     39,     64,     57,     33,     21,     17,     82,     53,     27,     17,     12
195506,      6,     14,     31,     56,     80,     14,     26,     54,     52,     43,     26,     41,     44,     47,     39,     64,     57,     33,     21,     17,     82,     53,     27,     17,     12
195507,      9,     15,     27,     62,     81,     13,     35,     47,     47,     47,     27,     38,     49,     43,     37,     56,     62,     40,     20,     17,     89,     43,     31,     21,     12
195508,      9,     15,     27,     61,     81,     13,     35,     47,     47,     47,     26,     38,     49,     43,     37,     56,     62,     40,     20,     17,     89,     43,     31,     21,     12
195509,      9,     15,     27,     61,     81,     13,     34,     46,     47,     47,     26,     38,     48,     43,     37,     56,     62,     40,     20,     17,     89,     43,     31,     21,     12
195510,      9,     15,     27,     60,     81,     13,     34,     46,     47,     47,     26,     38,     48,     43,     37,     56,     61,     40,     20,     17,     89,     43,     31,     21,     12
195511,      9,     15,     27,     60,     81,     13,     34,     46,     47,     47,     26,     38,     48,     43,     37,     56,     61,     40,     20,     17,     89,     43,     31,     21,     12
195512,      9,     15,     26,     59,     81,     13,     34,     46,     47,     47,     26,     38,     48,     43,     37,     55,     61,     40,     20,     17,     89,     43,     31,     21,     12
195601,      9,     15,     26,     59,     81,     13,     34,     45,     47,     46,     26,     38,     48,     43,     37,     55,     61,     40,     20,     17,     89,     43,     31,     21,     12
195602,      8,     15,     26,     59,     81,     13,     34,     45,     47,     46,     26,     38,     48,     43,     37,     55,     61,     40,     20,     17,     89,     43,     31,     21,     12
195603,      8,     15,     26,     59,     81,     13,     34,     45,     47,     46,     26,     38,     48,     43,     37,     55,     61,     40,     20,     17,     89,     43,     31,     21,     12
195604,      8,     15,     26,     59,     81,     13,     34,     45,     47,     46,     26,     38,     48,     43,     37,     55,     61,     40,     20,     17,     89,     43,     31,     21,     12
195605,      8,     15,     25,     59,     81,     13,     34,     45,     47,     46,     26,     38,     48,     43,     37,     55,     61,     40,     20,     17,     89,     43,     31,     21,     12
195606,      8,     15,     25,     58,     81,     13,     34,     45,     47,     46,     25,     38,     48,     43,     37,     55,     61,     40,     20,     17,     89,     43,     31,     21,     12
195607,      9,     11,     30,     54,     90,     16,     30,     45,     53,     45,     26,     50,     44,     43,     33,     60,     51,     43,     23,     16,     82,     52,     31,     21,      9
195608,      9,     11,     30,     54,     90,     16,     30,     45,     53,     45,     25,     50,     43,     43,     33,     60,     51,     43,     23,     16,     82,     51,     31,     21,      9
195609,      9,     11,     30,     54,     90,     16,     30,     45,     53,     45,     25,     50,     42,     43,     33,     60,     51,     43,     23,     16,     82,     51,     31,     21,      9
195610,      9,     11,     30,     54,     90,     16,     29,     45,     53,     45,     25,     50,     42,     43,     33,     60,     50,     42,     23,     16,     82,     51,     31,     21,      9
195611,      9,     11,     30,     54,     90,     16,     29,     45,     52,     45,     25,     50,     42,     43,     33,     60,     50,     42,     23,     16,     82,     51,     31,     21,      9
195612,      9,     11,     30,     54,     90,     16,     29,     45,     52,     45,     25,     50,     42,     43,     33,     60,     50,     42,     23,     16,     82,     51,     31,     21,      9
195701,      9,     11,     30,     54,     90,     16,     29,     44,     51,     45,     25,     50,     42,     43,     33,     58,     50,     42,     23,     16,     82,     51,     31,     21,      9
195702,      9,     11,     30,     54,     90,     16,     29,     44,     51,     45,     25,     50,     42,     43,     33,     58,     50,     42,     23,     16,     82,     51,     31,     21,      9
195703,      9,     11,     30,     54,     90,     16,     29,     44,     51,     45,     25,     50,     42,     43,     33,     58,     50,     42,     23,     16,     82,     51,     31,     21,      9
195704,      9,     11,     29,     54,     90,     16,     29,     44,     51,     45,     25,     50,     42,     43,     33,     58,     50,     42,     23,     16,     82,     51,     31,     21,      9
195705,      9,     11,     29,     54,     89,     16,     29,     43,     51,     45,     25,     49,     42,     43,     33,     58,     50,     42,     23,     16,     82,     51,     31,     21,      9
195706,      9,     11,     29,     52,     89,     16,     29,     43,     51,     45,     25,     48,     42,     43,     33,     58,     50,     42,     23,     16,     82,     51,     31,     21,      9
195707,      8,      9,     27,     55,     91,     15,     26,     38,     57,     46,     29,     47,     50,     40,     32,     60,     52,     43,     28,     14,     81,     59,     36,     13,     10
195708,      8,      8,     27,     55,     90,     15,     26,     38,     57,     46,     29,     47,     50,     40,     32,     60,     52,     43,     28,     14,     81,     59,     36,     13,     10
195709,      8,      8,     27,     55,     90,     15,     26,     38,     57,     45,     29,     47,     50,     40,     32,     60,     52,     43,     28,     14,     81,     59,     36,     13,     10
195710,      7,      8,     27,     55,     90,     15,     26,     38,     57,     45,     29,     47,     49,     40,     32,     60,     52,     43,     28,     14,     81,     59,     36,     13,     10
195711,      7,      8,     27,     55,     90,     15,     26,     38,     57,     45,     29,     47,     49,     40,     32,     60,     52,     43,     28,     14,     81,     59,     36,     13,     10
195712,      7,      8,     27,     55,     89,     15,     26,     38,     57,     45,     29,     47,     49,     40,     32,     60,     52,     43,     28,     14,     81,     59,     36,     13,     10
195801,      7,      8,     27,     55,     89,     15,     26,     38,     57,     45,     29,     47,     49,     40,     32,     60,     52,     43,     28,     14,     81,     59,     36,     13,     10
195802,      7,      8,     27,     55,     89,     15,     26,     38,     57,     45,     29,     47,     49,     40,     32,     60,     52,     43,     28,     14,     81,     59,     36,     13,     10
195803,      7,      8,     27,     52,     89,     15,     26,     38,     57,     45,     29,     47,     49,     40,     32,     60,     52,     43,     28,     14,     81,     59,     36,     13,     10
195804,      7,      8,     27,     52,     89,     15,     26,     38,     57,     45,     29,     47,     49,     40,     32,     60,     52,     43,     28,     14,     81,     59,     36,     13,     10
195805,      7,      8,     27,     52,     88,     15,     26,     38,     57,     45,     29,     47,     49,     40,     32,     60,     51,     43,     28,     14,     81,     59,     36,     13,     10
195806,      7,      8,     27,     52,     87,     15,     26,     38,     57,     45,     29,     47,     49,     40,     32,     60,     51,     43,     28,     14,     80,     59,     36,     13,     10
195807,      9,      7,     26,     65,     86,     14,     32,     54,     45,     53,     26,     35,     58,     46,     34,     61,     64,     30,     28,     16,     88,     60,     31,     14,      8
195808,      9,      7,     26,     65,     86,     14,     32,     54,     45,     53,     26,     35,     58,     46,     34,     61,     64,     30,     28,     16,     88,     60,     30,     14,      8
195809,      9,      7,     26,     65,     86,     14,     32,     54,     45,     52,     26,     35,     58,     46,     33,     61,     63,     30,     28,     16,     88,     60,     30,     14,      8
195810,      9,      7,     26,     64,     86,     14,     31,     54,     45,     52,     26,     35,     58,     46,     33,     61,     62,     30,     28,     16,     88,     60,     30,     14,      8
195811,      9,      7,     26,     64,     86,     14,     31,     54,     45,     52,     26,     35,     58,     46,     33,     61,     62,     30,     28,     16,     88,     60,     30,     14,      8
195812,      8,      7,     26,     63,     86,     14,     31,     54,     45,     52,     26,     35,     58,     46,     33,     61,     62,     30,     28,     16,     88,     60,     30,     14,      8
195901,      8,      7,     26,     63,     86,     14,     31,     54,     45,     52,     26,     35,     58,     46,     33,     61,     62,     30,     28,     16,     88,     60,     30,     14,      8
195902,      8,      7,     26,     62,     86,     14,     31,     54,     45,     51,     26,     35,     58,     46,     33,     61,     62,     30,     28,     16,     88,     60,     30,     14,      8
195903,      8,      6,     25,     62,     85,     14,     31,     53,     45,     51,     26,     35,     58,     46,     33,     61,     62,     29,     28,     16,     88,     60,     30,     14,      8
195904,      8,      6,     24,     62,     84,     14,     31,     52,     45,     51,     26,     35,     58,     46,     33,     61,     62,     29,     28,     16,     88,     60,     30,     14,      8
195905,      8,      6,     24,     62,     84,     14,     31,     52,     45,     51,     26,     35,     58,     46,     33,     61,     62,     29,     28,     16,     88,     60,     30,     14,      8
195906,      8,      6,     24,     62,     84,     14,     31,     52,     45,     51,     26,     35,     58,     46,     33,     61,     62,     29,     28,     16,     88,     60,     30,     14,      8
195907,      6,     17,     27,     50,    100,     25,     21,     43,     59,     41,     28,     42,     53,     48,     28,     55,     62,     41,     21,     22,     84,     56,     33,     20,      7
195908,      6,     16,     27,     50,    100,     25,     21,     43,     59,     41,     28,     42,     53,     48,     28,     55,     62,     41,     21,     22,     84,     56,     33,     20,      7
195909,      6,     16,     27,     50,    100,     25,     21,     43,     59,     41,     28,     42,     53,     48,     28,     55,     62,     41,     21,     22,     84,     56,     33,     20,      7
195910,      6,     16,     27,     50,    100,     25,     21,     42,     59,     41,     28,     42,     53,     48,     27,     55,     62,     41,     21,     22,     84,     56,     33,     20,      7
195911,      6,     16,     27,     50,    100,     25,     21,     42,     59,     41,     28,     41,     53,     48,     27,     55,     62,     41,     21,     22,     84,     56,     33,     20,      7
195912,      6,     16,     27,     49,    100,     25,     21,     42,     59,     41,     28,     41,     53,     48,     27,     55,     62,     40,     21,     22,     84,     56,     33,     20,      7
196001,      6,     16,     27,     49,    100,     24,     21,     42,     59,     41,     28,     41,     53,     48,     27,     55,     62,     40,     21,     22,     84,     56,     33,     20,      7
196002,      6,     16,     27,     48,    100,     24,     21,     42,     59,     41,     28,     41,     53,     48,     27,     55,     62,     40,     21,     22,     84,     56,     33,     20,      7
196003,      6,     16,     27,     48,    100,     24,     21,     42,     58,     41,     28,     41,     53,     48,     27,     55,     62,     40,     21,     22,     84,     56,     33,     20,      7
196004,      6,     15,     27,     48,    100,     24,     21,     41,     58,     40,     28,     41,     53,     48,     27,     55,     62,     40,     21,     22,     84,     56,     33,     20,      7
196005,      6,     15,     27,     46,    100,     24,     21,     41,     57,     40,     28,     41,     53,     48,     27,     55,     62,     40,     21,     22,     84,     56,     33,     20,      7
196006,      6,     15,     27,     46,    100,     24,     21,     41,     57,     40,     28,     41,     53,     48,     27,     55,     62,     40,     21,     22,     84,     56,     33,     20,      7
196007,      7,     18,     23,     59,     90,     25,     24,     51,     42,     56,     29,     42,     47,     57,     26,     54,     63,     40,     31,     15,     87,     54,     41,     12,     15
196008,      7,     18,     23,     59,     89,     25,     24,     51,     42,     56,     29,     42,     47,     57,     26,     54,     63,     40,     31,     15,     87,     54,     41,     12,     15
196009,      7,     18,     23,     59,     89,     25,     24,     50,     42,     56,     29,     42,     47,     57,     26,     54,     63,     40,     31,     15,     87,     54,     41,     12,     15
196010,      7,     18,     23,     59,     86,     25,     24,     50,     42,     56,     29,     42,     47,     57,     26,     54,     63,     40,     31,     15,     87,     54,     41,     12,     15
196011,      7,     18,     23,     58,     86,     25,     24,     50,     41,     56,     29,     42,     47,     57,     26,     54,     63,     40,     31,     15,     87,     54,     41,     12,     15
196012,      7,     18,     23,     58,     85,     25,     24,     50,     41,     56,     29,     42,     47,     57,     26,     54,     63,     40,     31,     15,     87,     54,     41,     12,     15
196101,      7,     18,     23,     57,     85,     24,     23,     50,     40,     56,     29,     42,     47,     57,     26,     54,     63,     40,     31,     15,     87,     54,     41,     12,     15
196102,      7,     18,     23,     56,     82,     24,     23,     50,     40,     56,     29,     42,     47,     57,     26,     54,     63,     40,     31,     15,     87,     54,     41,     12,     15
196103,      7,     18,     23,     56,     82,     24,     23,     50,     40,     56,     29,     42,     47,     56,     26,     54,     63,     40,     31,     15,     87,     54,     41,     12,     15
196104,      7,     18,     23,     56,     82,     24,     23,     50,     40,     55,     29,     42,     47,     55,     26,     54,     63,     40,     31,     15,     87,     54,     41,     12,     15
196105,      7,     18,     23,     56,     82,     24,     23,     50,     40,     55,     29,     42,     47,     55,     26,     54,     63,     40,     31,     15,     87,     54,     41,     12,     15
196106,      7,     18,     23,     55,     82,     24,     23,     50,     40,     54,     29,     42,     47,     55,     26,     54,     63,     40,     31,     15,     87,     54,     41,     12,     15
196107,      6,     13,     31,     56,     96,     26,     28,     49,     49,     51,     33,     45,     45,     53,     30,     59,     58,     47,     26,     18,     82,     62,     34,     22,     11
196108,      6,     13,     30,     56,     95,     25,     28,     49,     49,     51,     33,     45,     45,     52,     30,     59,     58,     47,     26,     18,     82,     62,     34,     22,     11
196109,      6,     13,     30,     56,     95,     25,     28,     49,     49,     51,     33,     45,     44,     52,     30,     59,     58,     47,     26,     18,     82,     62,     34,     22,     11
196110,      6,     13,     30,     56,     94,     25,     28,     49,     49,     51,     33,     45,     44,     52,     30,     59,     57,     47,     26,     18,     82,     62,     34,     22,     11
196111,      6,     13,     30,     56,     94,     25,     28,     48,     48,     51,     33,     45,     44,     52,     30,     59,     57,     47,     26,     18,     82,     62,     34,     22,     11
196112,      6,     13,     30,     56,     94,     25,     28,     48,     48,     50,     33,     45,     44,     51,     30,     59,     57,     47,     26,     18,     81,     62,     34,     22,     11
196201,      6,     13,     30,     56,     93,     25,     28,     48,     48,     50,     33,     45,     44,     51,     30,     59,     57,     47,     26,     18,     81,     62,     34,     22,     11
196202,      6,     13,     30,     56,     92,     25,     28,     48,     48,     50,     33,     44,     43,     51,     30,     59,     57,     47,     26,     18,     81,     62,     34,     22,     11
196203,      6,     13,     30,     56,     92,     25,     28,     48,     48,     50,     33,     44,     43,     51,     30,     59,     57,     47,     26,     18,     81,     62,     34,     22,     11
196204,      4,     13,     29,     55,     92,     25,     28,     48,     48,     50,     32,     44,     43,     51,     30,     59,     57,     47,     26,     18,     81,     62,     34,     22,     11
196205,      4,     13,     29,     55,     92,     25,     28,     48,     48,     50,     32,     43,     43,     50,     30,     59,     57,     47,     26,     18,     81,     62,     34,     22,     11
196206,      4,     13,     29,     55,     92,     25,     27,     48,     48,     50,     32,     42,     43,     49,     30,     59,     57,     47,     26,     18,     81,     62,     34,     22,     11
196207,      9,     13,     35,     58,     96,     21,     42,     38,     57,     45,     42,     38,     47,     46,     37,     63,     54,     49,     29,     17,     75,     64,     40,     21,     15
196208,      9,     13,     35,     58,     96,     21,     42,     38,     57,     45,     42,     38,     47,     46,     37,     63,     54,     49,     29,     17,     75,     64,     40,     21,     15
196209,      9,     13,     35,     58,     96,     21,     42,     38,     56,     45,     42,     38,     47,     46,     37,     63,     54,     49,     29,     17,     75,     64,     40,     21,     15
196210,      9,     13,     35,     58,     96,     21,     42,     38,     56,     45,     42,     38,     47,     46,     37,     62,     54,     49,     29,     17,     75,     64,     40,     21,     15
196211,      9,     13,     35,     57,     96,     21,     41,     38,     56,     45,     42,     38,     47,     46,     37,     62,     54,     49,     29,     17,     75,     64,     40,     21,     15
196212,      9,     13,     34,     57,     96,     21,     41,     38,     56,     45,     42,     38,     47,     46,     37,     62,     54,     49,     29,     17,     75,     64,     40,     21,     15
196301,      9,     13,     34,     57,     96,     21,     41,     38,     56,     45,     42,     38,     47,     46,     37,     62,     54,     49,     29,     17,     75,     64,     40,     21,     15
196302,      9,     13,     34,     57,     95,     21,     41,     38,     56,     45,     42,     38,     47,     46,     37,     62,     54,     49,     29,     17,     75,     64,     40,     21,     15
196303,      9,     13,     34,     57,     94,     21,     41,     38,     56,     45,     42,     38,     47,     46,     37,     62,     54,     49,     29,     17,     75,     64,     40,     21,     15
196304,      9,     13,     33,     57,     93,     21,     41,     38,     56,     45,     42,     38,     47,     46,     37,     62,     54,     49,     29,     17,     75,     64,     40,     21,     15
196305,      9,     13,     32,     56,     91,     21,     41,     38,     56,     45,     42,     38,     45,     46,     37,     62,     54,     49,     29,     17,     75,     64,     40,     21,     15
196306,      9,     13,     32,     56,     91,     21,     41,     38,     56,     45,     41,     38,     45,     46,     37,     61,     54,     49,     29,     17,     75,     64,     40,     21,     15
196307,     92,     71,    106,    125,    158,     35,     42,     52,     63,     62,     44,     45,     49,     51,     34,     65,     63,     52,     24,     20,     91,     64,     31,     27,     15
196308,     92,     71,    106,    125,    157,     35,     42,     52,     63,     62,     44,     45,     49,     51,     34,     65,     63,     52,     24,     20,     91,     64,     31,     27,     15
196309,     92,     71,    106,    124,    156,     35,     42,     51,     63,     62,     44,     45,     49,     51,     34,     65,     63,     52,     24,     20,     91,     64,     31,     27,     15
196310,     92,     71,    106,    123,    156,     35,     42,     51,     61,     62,     44,     45,     49,     50,     34,     65,     62,     52,     24,     20,     91,     64,     31,     27,     15
196311,     92,     71,    106,    123,    156,     35,     42,     51,     61,     62,     44,     45,     49,     49,     34,     65,     62,     52,     24,     20,     91,     64,     31,     27,     15
196312,     92,     71,    106,    123,    156,     35,     42,     51,     60,     62,     44,     45,     48,     49,     34,     65,     62,     52,     24,     20,     91,     64,     31,     27,     15
196401,     91,     70,    106,    123,    155,     35,     42,     51,     60,     61,     44,     45,     47,     49,     34,     65,     62,     52,     24,     20,     91,     64,     31,     27,     15
196402,     91,     70,    106,    123,    155,     35,     42,     51,     60,     61,     44,     45,     47,     49,     34,     65,     62,     52,     24,     20,     91,     64,     31,     27,     15
196403,     91,     70,    104,    123,    155,     35,     42,     50,     60,     61,     44,     45,     47,     49,     34,     65,     62,     52,     24,     20,     91,     64,     31,     27,     15
196404,     91,     70,    104,    123,    154,     35,     42,     50,     60,     61,     44,     45,     47,     49,     34,     65,     62,     52,     24,     20,     91,     64,     31,     27,     15
196405,     91,     70,    103,    123,    153,     35,     42,     50,     60,     61,     43,     45,     47,     49,     34,     65,     62,     52,     24,     20,     91,     64,     31,     27,     15
196406,     91,     70,    103,    123,    153,     35,     42,     49,     60,     61,     43,     45,     47,     49,     34,     65,     62,     52,     24,     20,     91,     64,     31,     27,     15
196407,     90,     69,     84,    134,    187,     40,     45,     55,     53,     55,     42,     41,     43,     52,     44,     55,     61,     57,     36,     17,     91,     68,     34,     27,     12
196408,     90,     69,     84,    134,    187,     39,     45,     55,     53,     55,     42,     41,     43,     52,     44,     55,     60,     57,     36,     16,     91,     68,     34,     27,     12
196409,     90,     69,     84,    134,    186,     39,     45,     55,     53,     54,     42,     41,     43,     52,     43,     55,     60,     57,     36,     16,     91,     68,     34,     27,     12
196410,     90,     69,     84,    134,    185,     39,     45,     55,     52,     54,     42,     40,     43,     52,     43,     55,     60,     56,     35,     16,     91,     68,     34,     27,     12
196411,     90,     69,     84,    133,    185,     39,     45,     55,     52,     54,     42,     40,     43,     52,     43,     55,     60,     56,     35,     16,     91,     68,     34,     27,     12
196412,     90,     69,     84,    133,    185,     39,     45,     55,     52,     54,     42,     40,     43,     52,     42,     55,     60,     56,     35,     16,     91,     68,     34,     27,     12
