This file was created by CMPT_ME_BEME_OP_INV_RETS using the 202203 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and BEME.

The portfolios are constructed at the end of June.  BEME is book value at the last fiscal year end of the prior calendar year
divided by ME at the end of December of the prior year. 
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
196205,   0.3790,   0.5963,   0.7919,   1.1753,   2.6543,   0.3385,   0.5486,   0.8100,   1.1680,   2.3399,   0.3364,   0.5539,   0.7826,   1.1287,   2.1600,   0.3009,   0.5670,   0.7888,   1.1891,   3.0700,   0.2455,   0.5358,   0.7877,   1.2235,   2.0673
196206,   0.3772,   0.5964,   0.7930,   1.1750,   2.6474,   0.3384,   0.5553,   0.8090,   1.1686,   2.3258,   0.3364,   0.5542,   0.7834,   1.1342,   2.1691,   0.3048,   0.5678,   0.7884,   1.1895,   3.0187,   0.2472,   0.5352,   0.7886,   1.2240,   2.0660
196207,   0.2800,   0.4764,   0.6647,   0.9875,   2.5304,   0.2621,   0.4634,   0.6745,   0.9345,   1.8739,   0.2461,   0.4579,   0.6394,   0.9623,   2.2967,   0.2467,   0.4653,   0.6415,   0.9953,   2.1719,   0.2308,   0.4544,   0.6626,   0.9463,   1.5019
196208,   0.2787,   0.4771,   0.6646,   0.9869,   2.5579,   0.2593,   0.4627,   0.6748,   0.9349,   1.8703,   0.2450,   0.4584,   0.6402,   0.9615,   2.2985,   0.2451,   0.4654,   0.6421,   0.9966,   2.1775,   0.2285,   0.4542,   0.6616,   0.9477,   1.5054
196209,   0.2757,   0.4788,   0.6641,   0.9889,   2.5366,   0.2571,   0.4624,   0.6746,   0.9351,   1.8585,   0.2444,   0.4585,   0.6388,   0.9596,   2.3013,   0.2438,   0.4652,   0.6421,   0.9956,   2.1684,   0.2288,   0.4542,   0.6618,   0.9493,   1.5097
196210,   0.2799,   0.4801,   0.6653,   0.9915,   2.5366,   0.2593,   0.4631,   0.6741,   0.9359,   1.8574,   0.2447,   0.4579,   0.6389,   0.9615,   2.2970,   0.2474,   0.4651,   0.6420,   0.9963,   2.1657,   0.2314,   0.4541,   0.6620,   0.9520,   1.5040
196211,   0.2799,   0.4802,   0.6645,   0.9923,   2.5299,   0.2591,   0.4623,   0.6738,   0.9365,   1.8521,   0.2440,   0.4580,   0.6388,   0.9616,   2.2949,   0.2497,   0.4644,   0.6411,   0.9978,   2.1659,   0.2327,   0.4543,   0.6620,   0.9518,   1.5104
196212,   0.2783,   0.4801,   0.6659,   0.9905,   2.7087,   0.2600,   0.4618,   0.6737,   0.9359,   1.8857,   0.2436,   0.4584,   0.6392,   0.9616,   2.3408,   0.2469,   0.4642,   0.6410,   0.9993,   2.2143,   0.2301,   0.4539,   0.6628,   0.9514,   1.5099
196301,   0.2752,   0.4814,   0.6652,   0.9908,   2.6420,   0.2583,   0.4628,   0.6738,   0.9365,   1.8774,   0.2444,   0.4585,   0.6393,   0.9609,   2.3357,   0.2477,   0.4641,   0.6413,   1.0004,   2.1745,   0.2311,   0.4538,   0.6628,   0.9543,   1.5096
196302,   0.2722,   0.4819,   0.6642,   0.9904,   2.6745,   0.2604,   0.4620,   0.6730,   0.9354,   1.8895,   0.2443,   0.4583,   0.6397,   0.9626,   2.3230,   0.2484,   0.4642,   0.6422,   1.0011,   2.1843,   0.2312,   0.4541,   0.6632,   0.9538,   1.5064
196303,   0.2735,   0.4830,   0.6635,   0.9898,   2.7295,   0.2592,   0.4618,   0.6738,   0.9357,   1.8827,   0.2449,   0.4583,   0.6398,   0.9616,   2.3577,   0.2495,   0.4635,   0.6423,   1.0023,   2.2268,   0.2316,   0.4540,   0.6630,   0.9543,   1.5035
196304,   0.2692,   0.4812,   0.6637,   0.9893,   2.7387,   0.2601,   0.4619,   0.6736,   0.9369,   1.8721,   0.2458,   0.4587,   0.6398,   0.9609,   2.3333,   0.2495,   0.4641,   0.6420,   1.0022,   2.2122,   0.2324,   0.4540,   0.6633,   0.9569,   1.5031
196305,   0.2648,   0.4801,   0.6591,   0.9852,   2.6943,   0.2613,   0.4616,   0.6739,   0.9380,   1.8731,   0.2460,   0.4584,   0.6392,   0.9622,   2.3508,   0.2478,   0.4635,   0.6417,   1.0032,   2.2174,   0.2315,   0.4538,   0.6637,   0.9551,   1.5064
196306,   0.2625,   0.4811,   0.6582,   0.9861,   2.7714,   0.2607,   0.4608,   0.6747,   0.9385,   1.8948,   0.2484,   0.4593,   0.6390,   0.9603,   2.4107,   0.2470,   0.4634,   0.6415,   1.0036,   2.2588,   0.2323,   0.4538,   0.6634,   0.9546,   1.5150
196307,   0.3000,   0.5553,   0.8014,   1.1842,   2.6577,   0.3173,   0.5707,   0.8005,   1.1443,   2.5045,   0.3078,   0.5650,   0.8128,   1.1753,   2.4170,   0.3295,   0.5612,   0.7976,   1.1985,   3.0728,   0.2958,   0.5593,   0.7808,   1.1491,   1.6659
196308,   0.3015,   0.5554,   0.8014,   1.1839,   2.6090,   0.3169,   0.5704,   0.8013,   1.1453,   2.5060,   0.3076,   0.5655,   0.8135,   1.1766,   2.4100,   0.3294,   0.5602,   0.7969,   1.1981,   2.9991,   0.2963,   0.5594,   0.7808,   1.1468,   1.6615
196309,   0.3044,   0.5541,   0.8013,   1.1845,   2.6583,   0.3174,   0.5711,   0.7987,   1.1471,   2.5572,   0.3068,   0.5660,   0.8138,   1.1774,   2.3947,   0.3289,   0.5600,   0.7969,   1.1996,   3.1382,   0.2962,   0.5592,   0.7810,   1.1474,   1.6616
196310,   0.3026,   0.5545,   0.8007,   1.1817,   2.6671,   0.3181,   0.5707,   0.7989,   1.1450,   2.5160,   0.3088,   0.5654,   0.8130,   1.1763,   2.4316,   0.3298,   0.5616,   0.7976,   1.1975,   3.1548,   0.2953,   0.5592,   0.7813,   1.1480,   1.6603
196311,   0.3038,   0.5543,   0.8002,   1.1834,   2.6062,   0.3170,   0.5704,   0.7979,   1.1460,   2.5001,   0.3088,   0.5651,   0.8149,   1.1725,   2.4138,   0.3292,   0.5618,   0.7980,   1.2007,   3.0309,   0.2954,   0.5594,   0.7810,   1.1489,   1.6594
196312,   0.3041,   0.5543,   0.8001,   1.1832,   2.5772,   0.3180,   0.5703,   0.7984,   1.1395,   2.5001,   0.3089,   0.5651,   0.8166,   1.1748,   2.3983,   0.3291,   0.5613,   0.7993,   1.2022,   3.1381,   0.2938,   0.5591,   0.7811,   1.1493,   1.6600
196401,   0.3062,   0.5533,   0.8004,   1.1850,   2.5942,   0.3164,   0.5685,   0.7982,   1.1396,   2.4827,   0.3090,   0.5642,   0.8148,   1.1742,   2.4090,   0.3297,   0.5609,   0.7993,   1.2023,   3.1908,   0.2934,   0.5595,   0.7802,   1.1475,   1.6605
196402,   0.3016,   0.5532,   0.8004,   1.1855,   2.6344,   0.3157,   0.5707,   0.7993,   1.1382,   2.5245,   0.3083,   0.5637,   0.8148,   1.1768,   2.3911,   0.3309,   0.5610,   0.8002,   1.2060,   3.3187,   0.2926,   0.5599,   0.7795,   1.1482,   1.6588
196403,   0.3009,   0.5548,   0.8027,   1.1844,   2.8086,   0.3168,   0.5705,   0.8002,   1.1390,   2.6050,   0.3079,   0.5647,   0.8146,   1.1784,   2.4155,   0.3299,   0.5605,   0.7998,   1.2078,   3.4585,   0.2918,   0.5600,   0.7797,   1.1477,   1.6608
196404,   0.3014,   0.5555,   0.8021,   1.1832,   2.6956,   0.3177,   0.5718,   0.7999,   1.1394,   2.6080,   0.3078,   0.5657,   0.8168,   1.1785,   2.4028,   0.3310,   0.5613,   0.8011,   1.2111,   3.3779,   0.2916,   0.5603,   0.7790,   1.1488,   1.6591
196405,   0.2996,   0.5551,   0.8027,   1.1830,   2.7372,   0.3153,   0.5727,   0.7995,   1.1385,   2.6366,   0.3102,   0.5645,   0.8158,   1.1771,   2.4278,   0.3319,   0.5608,   0.8046,   1.2073,   3.3791,   0.2936,   0.5600,   0.7793,   1.1467,   1.6529
196406,   0.2999,   0.5557,   0.8028,   1.1823,   2.7361,   0.3174,   0.5715,   0.7959,   1.1373,   2.6772,   0.3093,   0.5631,   0.8161,   1.1754,   2.4440,   0.3322,   0.5608,   0.8050,   1.2079,   3.4714,   0.2926,   0.5600,   0.7794,   1.1475,   1.6523
196407,   0.2674,   0.5289,   0.7237,   1.0649,   2.3129,   0.2775,   0.5301,   0.7410,   1.0069,   1.8043,   0.3052,   0.5332,   0.7020,   1.0190,   2.2473,   0.3107,   0.5224,   0.7198,   1.0283,   2.0618,   0.2664,   0.5109,   0.7078,   1.0102,   1.6721
196408,   0.2697,   0.5291,   0.7243,   1.0665,   2.3030,   0.2788,   0.5314,   0.7411,   1.0087,   1.7925,   0.3071,   0.5325,   0.7026,   1.0182,   2.2277,   0.3123,   0.5231,   0.7192,   1.0300,   2.0389,   0.2681,   0.5110,   0.7085,   1.0114,   1.6801
196409,   0.2715,   0.5278,   0.7259,   1.0661,   2.2642,   0.2813,   0.5313,   0.7410,   1.0079,   1.7874,   0.3088,   0.5331,   0.7018,   1.0168,   2.2083,   0.3134,   0.5234,   0.7191,   1.0302,   2.0168,   0.2689,   0.5109,   0.7080,   1.0120,   1.6753
196410,   0.2738,   0.5263,   0.7280,   1.0675,   2.4269,   0.2801,   0.5315,   0.7408,   1.0082,   1.7893,   0.3084,   0.5311,   0.7014,   1.0177,   2.2718,   0.3126,   0.5234,   0.7205,   1.0298,   2.0384,   0.2688,   0.5113,   0.7079,   1.0124,   1.6854
196411,   0.2740,   0.5268,   0.7281,   1.0682,   2.4836,   0.2850,   0.5308,   0.7404,   1.0098,   1.8025,   0.3106,   0.5315,   0.7012,   1.0178,   2.2684,   0.3118,   0.5231,   0.7203,   1.0311,   2.0626,   0.2701,   0.5116,   0.7079,   1.0101,   1.6989
196412,   0.2739,   0.5272,   0.7287,   1.0684,   2.4179,   0.2876,   0.5305,   0.7406,   1.0102,   1.7957,   0.3118,   0.5309,   0.7022,   1.0169,   2.2913,   0.3122,   0.5233,   0.7202,   1.0314,   2.0579,   0.2707,   0.5119,   0.7073,   1.0077,   1.6983
196501,   0.2736,   0.5270,   0.7278,   1.0689,   2.3855,   0.2856,   0.5304,   0.7415,   1.0106,   1.7863,   0.3118,   0.5308,   0.7024,   1.0137,   2.2670,   0.3123,   0.5230,   0.7202,   1.0303,   2.0656,   0.2701,   0.5116,   0.7063,   1.0059,   1.6941
196502,   0.2736,   0.5293,   0.7290,   1.0690,   2.4640,   0.2864,   0.5296,   0.7417,   1.0099,   1.7940,   0.3109,   0.5305,   0.7018,   1.0141,   2.2412,   0.3127,   0.5231,   0.7195,   1.0305,   2.0730,   0.2676,   0.5119,   0.7075,   1.0067,   1.7013
196503,   0.2744,   0.5285,   0.7296,   1.0682,   2.4285,   0.2842,   0.5303,   0.7422,   1.0111,   1.7858,   0.3099,   0.5301,   0.7025,   1.0130,   2.2052,   0.3127,   0.5229,   0.7190,   1.0301,   2.0886,   0.2666,   0.5117,   0.7077,   1.0078,   1.7241
196504,   0.2740,   0.5275,   0.7300,   1.0674,   2.5787,   0.2848,   0.5294,   0.7418,   1.0102,   1.7873,   0.3110,   0.5298,   0.7040,   1.0126,   2.2060,   0.3128,   0.5227,   0.7193,   1.0294,   2.1053,   0.2667,   0.5115,   0.7079,   1.0083,   1.7288
196505,   0.2759,   0.5283,   0.7297,   1.0679,   2.5789,   0.2847,   0.5290,   0.7424,   1.0100,   1.7733,   0.3113,   0.5300,   0.7045,   1.0111,   2.1853,   0.3126,   0.5229,   0.7191,   1.0302,   2.0951,   0.2658,   0.5115,   0.7085,   1.0079,   1.7208
196506,   0.2774,   0.5284,   0.7292,   1.0683,   2.5081,   0.2839,   0.5289,   0.7427,   1.0079,   1.7718,   0.3110,   0.5302,   0.7043,   1.0066,   2.1672,   0.3116,   0.5234,   0.7183,   1.0292,   2.0924,   0.2649,   0.5114,   0.7087,   1.0067,   1.7168
196507,   0.2437,   0.4784,   0.6684,   0.9482,   1.7256,   0.2916,   0.4627,   0.6631,   0.9361,   1.7884,   0.2956,   0.4897,   0.6659,   0.9399,   1.8974,   0.3036,   0.4770,   0.6507,   0.9102,   1.6505,   0.2460,   0.4881,   0.6687,   0.9189,   1.4473
196508,   0.2418,   0.4779,   0.6682,   0.9474,   1.7533,   0.2905,   0.4624,   0.6625,   0.9362,   1.8245,   0.2960,   0.4897,   0.6658,   0.9392,   1.9084,   0.3054,   0.4772,   0.6507,   0.9090,   1.6614,   0.2451,   0.4882,   0.6690,   0.9181,   1.4528
196509,   0.2428,   0.4776,   0.6671,   0.9443,   1.7788,   0.2890,   0.4620,   0.6634,   0.9365,   1.8387,   0.2949,   0.4900,   0.6654,   0.9391,   1.9146,   0.3051,   0.4775,   0.6512,   0.9079,   1.6708,   0.2442,   0.4884,   0.6686,   0.9180,   1.4611
196510,   0.2442,   0.4776,   0.6665,   0.9439,   1.7344,   0.2878,   0.4617,   0.6620,   0.9384,   1.7976,   0.2943,   0.4888,   0.6643,   0.9385,   1.9275,   0.3046,   0.4773,   0.6509,   0.9085,   1.6627,   0.2445,   0.4881,   0.6686,   0.9180,   1.4668
196511,   0.2426,   0.4783,   0.6646,   0.9434,   1.7292,   0.2863,   0.4613,   0.6641,   0.9387,   1.7943,   0.2947,   0.4889,   0.6652,   0.9408,   1.9057,   0.3043,   0.4780,   0.6507,   0.9083,   1.6754,   0.2440,   0.4878,   0.6687,   0.9183,   1.4733
196512,   0.2449,   0.4786,   0.6636,   0.9428,   1.7296,   0.2838,   0.4612,   0.6640,   0.9398,   1.7869,   0.2927,   0.4890,   0.6644,   0.9394,   1.8969,   0.3035,   0.4785,   0.6498,   0.9081,   1.6804,   0.2431,   0.4871,   0.6688,   0.9174,   1.4862
196601,   0.2432,   0.4781,   0.6637,   0.9423,   1.7484,   0.2824,   0.4632,   0.6649,   0.9371,   1.8236,   0.2916,   0.4868,   0.6643,   0.9394,   1.8925,   0.3032,   0.4787,   0.6505,   0.9076,   1.6843,   0.2430,   0.4870,   0.6702,   0.9198,   1.4898
196602,   0.2427,   0.4792,   0.6633,   0.9419,   1.7601,   0.2795,   0.4645,   0.6655,   0.9378,   1.8309,   0.2923,   0.4876,   0.6648,   0.9405,   1.9493,   0.3033,   0.4792,   0.6515,   0.9095,   1.6786,   0.2422,   0.4869,   0.6712,   0.9184,   1.5024
196603,   0.2422,   0.4789,   0.6630,   0.9403,   1.7722,   0.2759,   0.4659,   0.6652,   0.9380,   1.8179,   0.2919,   0.4877,   0.6630,   0.9383,   1.9423,   0.3013,   0.4793,   0.6521,   0.9090,   1.6926,   0.2413,   0.4877,   0.6715,   0.9182,   1.5081
196604,   0.2437,   0.4780,   0.6623,   0.9392,   1.7479,   0.2723,   0.4657,   0.6652,   0.9383,   1.8102,   0.2911,   0.4873,   0.6637,   0.9389,   1.9144,   0.3001,   0.4795,   0.6515,   0.9090,   1.6721,   0.2402,   0.4872,   0.6723,   0.9180,   1.4954
196605,   0.2414,   0.4771,   0.6610,   0.9402,   1.7547,   0.2714,   0.4657,   0.6659,   0.9404,   1.8148,   0.2923,   0.4884,   0.6654,   0.9383,   1.9283,   0.3003,   0.4802,   0.6517,   0.9088,   1.6849,   0.2393,   0.4865,   0.6718,   0.9174,   1.5035
196606,   0.2441,   0.4770,   0.6611,   0.9394,   1.7466,   0.2754,   0.4647,   0.6663,   0.9397,   1.8052,   0.2920,   0.4889,   0.6677,   0.9385,   1.9226,   0.3005,   0.4798,   0.6515,   0.9088,   1.6695,   0.2388,   0.4864,   0.6724,   0.9176,   1.4877
196607,   0.2245,   0.4287,   0.5923,   0.8052,   1.3898,   0.2530,   0.4404,   0.5919,   0.8006,   1.5191,   0.2686,   0.4416,   0.5894,   0.8053,   1.5818,   0.2575,   0.4298,   0.5758,   0.7900,   1.3819,   0.2143,   0.4210,   0.5831,   0.7717,   1.3471
196608,   0.2241,   0.4291,   0.5919,   0.8071,   1.3889,   0.2534,   0.4402,   0.5915,   0.8017,   1.5094,   0.2689,   0.4406,   0.5898,   0.8051,   1.5812,   0.2572,   0.4293,   0.5760,   0.7901,   1.3845,   0.2144,   0.4210,   0.5826,   0.7715,   1.3405
196609,   0.2251,   0.4295,   0.5914,   0.8072,   1.3853,   0.2555,   0.4415,   0.5906,   0.8019,   1.5031,   0.2687,   0.4400,   0.5900,   0.8049,   1.5765,   0.2564,   0.4299,   0.5769,   0.7902,   1.3844,   0.2144,   0.4211,   0.5833,   0.7716,   1.3376
196610,   0.2259,   0.4291,   0.5909,   0.8052,   1.3873,   0.2576,   0.4413,   0.5908,   0.8025,   1.4976,   0.2699,   0.4401,   0.5883,   0.8040,   1.5822,   0.2566,   0.4298,   0.5772,   0.7911,   1.3901,   0.2158,   0.4210,   0.5837,   0.7719,   1.3395
196611,   0.2271,   0.4310,   0.5913,   0.8031,   1.3869,   0.2550,   0.4408,   0.5910,   0.8026,   1.4874,   0.2704,   0.4409,   0.5885,   0.8037,   1.5841,   0.2586,   0.4296,   0.5781,   0.7909,   1.3927,   0.2163,   0.4201,   0.5837,   0.7719,   1.3352
196612,   0.2271,   0.4306,   0.5909,   0.8031,   1.4002,   0.2533,   0.4410,   0.5910,   0.8051,   1.4897,   0.2681,   0.4403,   0.5883,   0.8030,   1.5166,   0.2568,   0.4301,   0.5769,   0.7887,   1.3922,   0.2120,   0.4205,   0.5843,   0.7721,   1.3386
196701,   0.2281,   0.4313,   0.5900,   0.8012,   1.3991,   0.2526,   0.4411,   0.5911,   0.8054,   1.4913,   0.2663,   0.4399,   0.5883,   0.8036,   1.5152,   0.2573,   0.4298,   0.5775,   0.7879,   1.3898,   0.2125,   0.4206,   0.5847,   0.7718,   1.3390
196702,   0.2281,   0.4313,   0.5909,   0.8015,   1.3992,   0.2528,   0.4418,   0.5908,   0.8051,   1.4881,   0.2640,   0.4395,   0.5885,   0.8051,   1.5032,   0.2575,   0.4299,   0.5780,   0.7877,   1.3915,   0.2125,   0.4208,   0.5857,   0.7725,   1.3426
196703,   0.2283,   0.4323,   0.5910,   0.8026,   1.4053,   0.2538,   0.4430,   0.5899,   0.8062,   1.4820,   0.2627,   0.4394,   0.5889,   0.8067,   1.5285,   0.2571,   0.4301,   0.5774,   0.7888,   1.3957,   0.2104,   0.4208,   0.5862,   0.7720,   1.3447
196704,   0.2278,   0.4326,   0.5914,   0.8020,   1.4061,   0.2551,   0.4437,   0.5905,   0.8058,   1.4816,   0.2619,   0.4394,   0.5875,   0.8075,   1.4950,   0.2568,   0.4297,   0.5775,   0.7890,   1.3952,   0.2098,   0.4206,   0.5860,   0.7716,   1.3347
196705,   0.2274,   0.4321,   0.5922,   0.8023,   1.4072,   0.2526,   0.4436,   0.5900,   0.8049,   1.4673,   0.2603,   0.4409,   0.5889,   0.8066,   1.5066,   0.2553,   0.4297,   0.5791,   0.7885,   1.3927,   0.2096,   0.4210,   0.5863,   0.7713,   1.3336
196706,   0.2255,   0.4321,   0.5918,   0.8027,   1.4059,   0.2535,   0.4434,   0.5925,   0.8056,   1.4664,   0.2618,   0.4411,   0.5897,   0.8031,   1.5102,   0.2565,   0.4299,   0.5786,   0.7894,   1.4081,   0.2098,   0.4210,   0.5862,   0.7720,   1.3420
196707,   0.2702,   0.5356,   0.7395,   1.0139,   1.8270,   0.2684,   0.5327,   0.7337,   0.9841,   1.9227,   0.2729,   0.5336,   0.7155,   0.9727,   1.8322,   0.2922,   0.5224,   0.7330,   0.9743,   1.8017,   0.2334,   0.5015,   0.7191,   0.9477,   1.7045
196708,   0.2712,   0.5342,   0.7397,   1.0143,   1.8303,   0.2700,   0.5346,   0.7325,   0.9855,   1.9122,   0.2729,   0.5334,   0.7152,   0.9734,   1.8456,   0.2920,   0.5225,   0.7323,   0.9767,   1.7945,   0.2349,   0.5010,   0.7195,   0.9469,   1.6953
196709,   0.2719,   0.5336,   0.7392,   1.0135,   1.8349,   0.2722,   0.5344,   0.7329,   0.9854,   1.9043,   0.2734,   0.5313,   0.7156,   0.9741,   1.8499,   0.2908,   0.5212,   0.7327,   0.9753,   1.7976,   0.2353,   0.5011,   0.7193,   0.9457,   1.6890
196710,   0.2692,   0.5332,   0.7388,   1.0138,   1.8369,   0.2720,   0.5382,   0.7338,   0.9860,   1.8906,   0.2727,   0.5309,   0.7156,   0.9748,   1.9040,   0.2896,   0.5217,   0.7327,   0.9763,   1.7955,   0.2339,   0.5000,   0.7176,   0.9461,   1.6791
196711,   0.2665,   0.5333,   0.7400,   1.0142,   1.8307,   0.2739,   0.5376,   0.7338,   0.9860,   1.8852,   0.2724,   0.5303,   0.7154,   0.9744,   1.9107,   0.2867,   0.5218,   0.7326,   0.9717,   1.7707,   0.2302,   0.4993,   0.7165,   0.9456,   1.6765
196712,   0.2662,   0.5343,   0.7391,   1.0129,   1.8258,   0.2740,   0.5381,   0.7313,   0.9848,   1.8837,   0.2720,   0.5308,   0.7155,   0.9748,   1.9149,   0.2877,   0.5217,   0.7317,   0.9700,   1.7720,   0.2290,   0.4999,   0.7165,   0.9455,   1.6867
196801,   0.2663,   0.5333,   0.7390,   1.0136,   1.8379,   0.2716,   0.5369,   0.7285,   0.9871,   1.9024,   0.2701,   0.5310,   0.7141,   0.9708,   1.8693,   0.2897,   0.5217,   0.7316,   0.9725,   1.7667,   0.2290,   0.5001,   0.7164,   0.9444,   1.6871
196802,   0.2648,   0.5338,   0.7394,   1.0157,   1.8351,   0.2728,   0.5371,   0.7293,   0.9905,   1.9022,   0.2726,   0.5310,   0.7143,   0.9664,   1.9066,   0.2939,   0.5223,   0.7321,   0.9749,   1.7580,   0.2328,   0.5001,   0.7165,   0.9464,   1.6512
196803,   0.2651,   0.5341,   0.7396,   1.0162,   1.8415,   0.2736,   0.5375,   0.7313,   0.9902,   1.9238,   0.2726,   0.5310,   0.7144,   0.9672,   1.8662,   0.2933,   0.5221,   0.7312,   0.9726,   1.7608,   0.2328,   0.5011,   0.7166,   0.9462,   1.6561
196804,   0.2620,   0.5341,   0.7401,   1.0154,   1.8430,   0.2745,   0.5362,   0.7314,   0.9910,   1.8718,   0.2743,   0.5299,   0.7144,   0.9671,   1.8660,   0.2922,   0.5249,   0.7315,   0.9765,   1.7676,   0.2311,   0.5004,   0.7159,   0.9459,   1.6552
196805,   0.2585,   0.5334,   0.7408,   1.0156,   1.8491,   0.2747,   0.5354,   0.7293,   0.9888,   1.8747,   0.2711,   0.5297,   0.7151,   0.9676,   1.9278,   0.2888,   0.5240,   0.7311,   0.9778,   1.7597,   0.2304,   0.5001,   0.7162,   0.9457,   1.6597
196806,   0.2577,   0.5330,   0.7396,   1.0152,   1.8383,   0.2768,   0.5351,   0.7262,   0.9874,   1.8808,   0.2694,   0.5299,   0.7145,   0.9691,   1.9537,   0.2869,   0.5238,   0.7315,   0.9805,   1.7739,   0.2283,   0.4997,   0.7164,   0.9458,   1.6577
196807,   0.1880,   0.3936,   0.5613,   0.7712,   1.3503,   0.1957,   0.3972,   0.5663,   0.7740,   1.3515,   0.1920,   0.4017,   0.5695,   0.7538,   1.3037,   0.1957,   0.4033,   0.5559,   0.7336,   1.4488,   0.1703,   0.4022,   0.5785,   0.7746,   1.3068
196808,   0.1882,   0.3941,   0.5610,   0.7724,   1.3620,   0.1957,   0.3981,   0.5642,   0.7741,   1.3542,   0.1918,   0.4009,   0.5698,   0.7548,   1.2968,   0.1965,   0.4044,   0.5571,   0.7340,   1.4391,   0.1712,   0.4024,   0.5806,   0.7744,   1.2983
196809,   0.1890,   0.3937,   0.5621,   0.7718,   1.3560,   0.1966,   0.3980,   0.5651,   0.7744,   1.3598,   0.1918,   0.3992,   0.5696,   0.7550,   1.2851,   0.1967,   0.4044,   0.5572,   0.7353,   1.4398,   0.1717,   0.4022,   0.5807,   0.7743,   1.3044
196810,   0.1882,   0.3943,   0.5622,   0.7727,   1.3566,   0.1965,   0.3986,   0.5663,   0.7750,   1.3504,   0.1900,   0.3997,   0.5698,   0.7568,   1.2902,   0.1971,   0.4031,   0.5572,   0.7335,   1.4398,   0.1732,   0.4021,   0.5799,   0.7732,   1.3054
196811,   0.1891,   0.3939,   0.5621,   0.7723,   1.3582,   0.1979,   0.3973,   0.5635,   0.7740,   1.3377,   0.1915,   0.4005,   0.5684,   0.7558,   1.2902,   0.1995,   0.4029,   0.5569,   0.7337,   1.4505,   0.1750,   0.4021,   0.5803,   0.7741,   1.3033
196812,   0.1900,   0.3937,   0.5618,   0.7715,   1.3416,   0.1958,   0.3959,   0.5637,   0.7729,   1.3391,   0.1914,   0.3995,   0.5701,   0.7559,   1.2855,   0.1983,   0.4030,   0.5570,   0.7353,   1.4546,   0.1736,   0.4022,   0.5803,   0.7743,   1.2932
196901,   0.1880,   0.3946,   0.5615,   0.7720,   1.3445,   0.1961,   0.3959,   0.5641,   0.7736,   1.3434,   0.1913,   0.3995,   0.5696,   0.7564,   1.2876,   0.1976,   0.4026,   0.5567,   0.7350,   1.4534,   0.1737,   0.4024,   0.5794,   0.7732,   1.2956
196902,   0.1882,   0.3948,   0.5617,   0.7720,   1.3471,   0.1963,   0.3950,   0.5620,   0.7730,   1.3499,   0.1924,   0.3990,   0.5706,   0.7568,   1.2941,   0.1980,   0.4036,   0.5565,   0.7340,   1.4611,   0.1741,   0.4024,   0.5798,   0.7737,   1.3074
196903,   0.1891,   0.3948,   0.5617,   0.7721,   1.3233,   0.1981,   0.3952,   0.5620,   0.7731,   1.3513,   0.1940,   0.3990,   0.5704,   0.7558,   1.2913,   0.1979,   0.4040,   0.5568,   0.7352,   1.4482,   0.1740,   0.4025,   0.5804,   0.7746,   1.3046
196904,   0.1895,   0.3945,   0.5618,   0.7723,   1.3241,   0.1977,   0.3957,   0.5625,   0.7736,   1.3451,   0.1931,   0.3969,   0.5708,   0.7565,   1.2787,   0.1968,   0.4025,   0.5574,   0.7363,   1.4433,   0.1742,   0.4025,   0.5805,   0.7738,   1.2851
196905,   0.1904,   0.3946,   0.5613,   0.7720,   1.3181,   0.1997,   0.3972,   0.5629,   0.7733,   1.3342,   0.1949,   0.3958,   0.5708,   0.7571,   1.2737,   0.1970,   0.4028,   0.5568,   0.7355,   1.3972,   0.1738,   0.4021,   0.5801,   0.7755,   1.2629
196906,   0.1915,   0.3948,   0.5614,   0.7705,   1.3161,   0.1999,   0.3982,   0.5642,   0.7738,   1.3260,   0.1966,   0.3964,   0.5703,   0.7570,   1.2756,   0.1966,   0.4030,   0.5567,   0.7352,   1.4022,   0.1735,   0.4032,   0.5807,   0.7754,   1.2628
196907,   0.1676,   0.3501,   0.4793,   0.6309,   1.0339,   0.1701,   0.3528,   0.4876,   0.6564,   1.1567,   0.1708,   0.3378,   0.4836,   0.6358,   0.9715,   0.1771,   0.3411,   0.4890,   0.6298,   1.0090,   0.1501,   0.3314,   0.4788,   0.6321,   0.9368
196908,   0.1681,   0.3499,   0.4792,   0.6323,   1.0319,   0.1709,   0.3525,   0.4875,   0.6565,   1.1373,   0.1692,   0.3378,   0.4832,   0.6357,   0.9742,   0.1767,   0.3407,   0.4892,   0.6294,   1.0111,   0.1498,   0.3306,   0.4779,   0.6322,   0.9354
